Song
они видели небо видели вместе падали в воду зажигали гирлянды тратили деньги прятали слезы они ели друг друга спали друг с другом ровно два года и катились по рельсам без интереса в заданных позах чувством и долгом и жить будем долго и вместе взорвемся в метро они видели фильмы гдето молчали гдето любили по условиям жизни в этой задаче два неизвестных они очень устали долго искали чтото такое это больше чем мысли но меньше чем сердце так интересно чувством и долгом и жить будем долго
сон странный сон я вижу отражение себя столько лет во мне все слова во мне тишина снова дождь стучит свои признания луне этот дождь наверное не знает обо мне во мне корабли во мне города во мне вся любовь во мне все что есть
возьми меня безумная ночь с потоком машин возьми меня город засыпает на трамваях пожелтевшая листва красиво только для нас эти отражения в реке освобождения от слез печально смотрят на нас может быть вместе может быть я возьми меня безумная ночь с потоком машин возьми меня с собой город засыпает на трамваях пожелтевшая листва красиво только для нас эти отражения в окне освобожденные от слез печально смотрят на нас может быть вместе может быть я возьми меня безумная ночь с потоком машин возьми меня безумная ночь с потоком машин возьми меня с собой
в понедельник я болею во вторник открываю глаза снег работа работа пробки работа четверг авария солнце желание жить это пятница москва колбасится по субботам мы валяемся в постели целый день по воскресеньям я пишу отличные песни в понедельник раздражение усталость обязательный сплин во вторник заливаю бензин в среду я вижу помню и слышу четверг фиолетовый разгоняю по небу это пятница бежать и прятаться по субботам мы валяемся в постели целый день по воскресеньям я пишу отличные песни
тома дома режет руки так от скуки трюки не проходят выживает падать надо не напиться заблудиться в лицах незнакомых помогает мои гаражи мои закаты я помню даты и я люблю мои гаражи мои закаты где я за кадром но я люблю пеной вены глобусдротик мой наркотик дважды и непонятно как сумели выстрел быстрый но очень шумный ночью лунной струны сорвались и полетели над мои гаражи мои закаты я помню даты и я люблю мои гаражи мои закаты где я за кадром но я люблю тото странно рано слишком хило так просила было интересно интересно тома дома режет руки так от скуки и звуки приприборов безмятежны как мои гаражи мои закаты я помню даты и я люблю мои гаражи мои закаты где я за кадром но я люблю
"газовых горелок больше нет нули свое забирают обо мне узнаешь из газет учти они привирают главное что я еще чую главное что я еще помню жаль что я совсем не рисую мне бы хотелось рисовать твои руки читать твои мысли не думать о звуках не помнить о числах расказать тебе сотни смешных и не очень слишком долго ""сегодня"" ""завтра"" будет корочее может через пару тысяч лет ты увидишь след моих комет главное что я еще чую главное что я еще помню жаль что я совсем не рисую мне бы хотелось рисовать твои руки читать твои мысли не думать о звуках не помнить о числах расказать тебе сотни смешных и не очень слишком долго ""сегодня"" ""завтра"" будет короче"
город грустил со мной летел за мною следом снегом вчерашним старые кассеты откровенья до одуренья вспоминала как летала твои картинки мне глаза сожгли домой слишком рано и пусто с тобой слишком поздно и грустно дышать не мешать странный чай не скучай люди такие жадные пуляли взгляды рядом бежали снов отрывки с самым новым годом я разошлю открытки светлым незнакомым я их по запахам узнаю по влюбленным позже мое такси скользило мимо светофоров упрямо прятал тайны в темных окнах город катились звезды прожигая в небе дыры с ума сходили перекрестки желтым домой слишком рано и пусто с тобой слишком поздно и грустно дышать не мешать странный чай не скучай
господа маски сброшены карты разложены получаем кому что положено господа вы не поняли самого главного вам хотелось течения плавного все мы в зеркале славные господа перестаньте скрывать напряжение эта партия до поражения господа осторожнее стены окрашены вам достался соперник бесбашенный молитвами вашими господа все мы в зеркале славные молитвами вашими
дай мне руку я пожму её и расстанемся навсегда и от скуки от истерики не останется и следа но даже волны разбиваются жизнь на этом не кончается не печалься ты конечно лучше всех я запомню твои родинки и смех дай мне время я хочу его можно сразу можно всё моё имя так засвечено и ничто меня не спасёт но даже камни кудато катятся а я живее и в эту пятницу собираюсь оторваться от земли собираюсь не печалься ты конечно лучше всех я запомню твои родинки и смех дай мне руку я пожму её дай мне руку я пожму её дай мне руку
луна убывает такое бывает я иду стричься меня убивают из эмки стреляют в левую мышцу и не попадают что тоже бывает сбиты прицелы и я улыбаюсь живу и не старюсь четырнадцать целых лет до свидания мой любимый город я почти попала в хроники твои ожиданье самый скучный повод нам с тобой так мало надо для двоих потухли все звезды совсем от мороза все потемнели пожухли те розы вызвали слезы и надоели ненужная проза изза мороза будет ли белой а я улыбаюсь живу и стараюсь и волосы целые до свидания мой любимый город я почти попала в хроники твои ожиданье самый скучный повод нам с тобой так мало надо для двоих
перегонки с проводами поезд летит к моей маме а я по своим скучаю я не понимаю зачем шарапельсин тревожит он больше гореть не может и я поджигаю тамбур танцую самбу и всем светло она читает в метро набокова я сижу около веревочки связаны маме доказано самое главное она читает в метро набокова я сижу около веревочки связаны маме доказано самое главное вне сумасшедшей гонки в сердце самой воронки я прячу себя углами я еду к маме отбой после моих историй перевернулось море но ктото придумал сушу и стало лучше само собой она читает в метро набокова я сижу около веревочки связаны маме доказано самое главное она читает в метро набокова я сижу около веревочки связаны маме доказано самое главное
у меня прекрасный дом старый и красивый я живу недавно в нем грустной и счастливой гордой и свободной ты меня запомни мой любимый дом меня запомни над рекою тишина дом молчит почтенно отпуская облака с крыши во вселенной ну позволь мне тоже не сейчас так позже мой ревнивый дом я в общем тоже прямо из постели босиком плыли мои тени ( ) высоко у меня прекрасный дом старый и уютный я живу недолго в нем и гуляя утром очень захотелось чтоб об этом спелось кем же как не мной мне захотелось у меня прекрасный дом
вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя зимнее солнце целится прямо в меня видимо поздно или не нужно менять живу неслышно и как представится долгожданное ничто пишу пластинку пока все нравится вот только знаешь что вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя сны и таблетки цепкие пальцы любви думаю редко но всё же бывает лови один в ударе другой расслабился я нашла себе звезду хороший парень тебе бы понравился тебе бы понравился вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя вернись мой друг мне грустно без тебя вернись мой друг мне грустно
ты говоришь что страшно я смеюсь есть у меня один секрет ты говоришь что любишь я боюсь и так уже много тысяч лет и не держи мне известны все твои уловки я только злюсь дыши ненавижу эти остановки я я всё равно вернусь вернусь вернусь я говорю об этом ты молчишь и не пытаешься понять я пропадаю гдето ты не спишь твой аналитик просто блядь и не держи мне известны все твои уловки я только злюсь дыши ненавижу эти остановки я я всё равно вернусь вернусь вернусь
халигали дождик халигали хлещет видишьслышишь дождик обнимает плечи плачем я и небо ты же уезжаешь в теплые наверно халигали мы будем ждать я и твой город будем ждать медленно скоро на перронах на аэродромах на остановках и даже дома халигали тучки халигали в танце заболели тучки и давай влюбляться я же это дело с крыши углядела просто обалдела халигали мы будем ждать я и твой город будем ждать медленно скоро на перронах на аэродромах на остановках и даже дома
я ничего не хочу жужа я словно высохшая лужа и в моём сердце совсем пусто и холодно и заводские дымят трубы и ты целуешь меня в губы и обещали дожди с юга но где они сегодня пьяный опять вечер но так мне кажется чуть легче и даже звёзды горят ярче романтика мы растворяем другдруга жужа как кислота или что хуже и нам нести эту боль вместе стеклянную и по реке всё плывут баржи они намного меня старше но всё равно приплывёт каждый куданибудь куданибудь куданибудь
hе бери себе в голову земфира не бери прогоняй ностальгию мимо дымом в потолок и не трогай телефон и заусенца ты же можешь ято знаю кроме счастья есть зима простуды просто невезенье в воcкресенье ты же будешь улыбаться и казаться между прочим лучше всех убивай свою прихоть сколько можешь убивай расскажи как хотелось: грелась тысяче зеркал и не надо никого и даже мыслей так спокойней ято знаю кроме счастья есть зима простуды просто невезенье в воcкресенье ты же будешь улыбаться и казаться между прочим лучше всех объясни себе важное пусть долго объясни разозлись если хочешь можешь в высь и разозлись выбирай себе же сны и настроенья впечaтлений ято знаю кроме счастья есть зима простуды просто невезенье в воcкресенье ты же будешь улыбаться и казаться между прочим лучше всех hе бери себе в голову земфира не бери прогоняй ностальгию мимо дымом в потолок и не трогай телефон и заусенца ты же можешь ято знаю
я хочу чтобы во рту оставался честный вкус сигарет мне очень дорог твой взгляд мне крайне важен твой цвет я умираю когда вижу то что вижу и некому спеть я так боюсь не успеть хотя бы чтото успеть замороженными пальцами в отсутствие горячей воды заторможенными мыслями в отсутствии конечно тебя и я застыну выстрелю в спину выберу мину и добрый вечер я не нарочно просто совпало я разгадала знак бесконечность разочарованные фильмом очарованные небом глаза я не смогу объяснить но возвращаюсь назад проводи меня останется не больше но и не меньше чем звук а звук всё тот же что нить но я по прежнему друг замороженными пальцами в отсутствие горячей воды заторможенными мыслями в отсутствии конечно тебя и я застыну выстрелю в спину выберу мину и добрый вечер я не нарочно просто совпало я разгадала знак бесконечность и я застыну выпрямлю спину кепки надвину и добрый вечер я не нарочно просто совпало я разгадала знак бесконечность и я застыну кепки надвину чтото задвину и добрый вечер я не нарочно просто совпало я разгадала знак бесконечность
я искала тебя годами долгими искала тебя дворами темными в журналах в кино среди друзей в день когда нашла с ума сошла ты совсем как во сне совсем как в альбомах где я рисовала тебя гуашью дальше были звонки ночные больше слезы нервы любовь и стрелки в польше дети но не мои старые зазнобы куришь каждые пять мы устали оба ты совсем как во сне совсем как в альбомах где я рисовала тебя гуашью годами долгими ночами тёмными годами долгими ты совсем как во сне совсем как в альбомах где я рисовала тебя гуашью я искала тебя годами долгими искала тебя дворами тёмными в журналах в кино годами долгими искала тебя ночами чами чами чами
я ухожу оставляя горы окурков километры дней миллионы придурков литры крови подаренной или потерянной оставляю друзей тех что наполовину себя на радиоволнах коротких и длинных осчастливленных мною и обиженных мною терзает ночь мои опухшие лики я ничего ничего об этом не помню моя любовь осталась в двадцатом веке и снова ночь стрела отравлена ядом я никогда никогда тебя не оставлю ты полежи со мною неслышно рядом я ухожу оставляя причины для споров мою смешную собаку мой любимый город недокуренный план гигабайт фотографий оставляю мечту может ктото захочет три тетради сомнений моим неровным почерком деньги в банке и многих себе подобных терзает ночь мои опухшие лики я ничего ничего об этом не помню моя любовь осталась в двадцатом веке ночь стрела отравлена ядом я никогда никогда тебя не оставлю ты полежи со мною неслышно рядом
третий день с неба течет вода очень много течет воды говорят так должно быть здесь говорят это так всегда знаешь каждую ночь я вижу во сне море знаешь каждую ночь я слышу во сне песню знаешь каждую ночь я вижу во сне берег знаешь каждую ночь мы приходим домой к себе люди ходят из дома в дом мы сидим у окна вдвоем хочешь я расскажу тебе знаешь каждую ночь я вижу во сне море знаешь каждую ночь я слышу во сне песню знаешь каждую ночь я вижу во сне берег знаешь каждую ночь
я вижу тебя слышу тебя бежишь ко мне по крышам боишься опоздать в полнеба глаза полжизни назад отдай мне свое сердце садись и будем ждать когда снег начнется снег начнется я вижу тебя слышу тебя скажи мне свои тайны и где тебя искать если снег начнется снег начнется я вижу тебя
какая красота дождь идет я одна на тротуарах пузыри я считаю их я не знаю вас больше
в руки твои умру в руки твои опять не долетевший икар да не хватило сил да не туда просила чтонибудь кроме гитар кто показал тебе звезды утром кто научил тебя видеть ночью кто если не я я я всегда буду за тобой я я всегда буду за тебя нет не отпущу десять минут любви десять минут тепла вот и какойто пустяк били по тормозам я по твоим глазам видела чтото не так кто показал тебе звезды утром кто научил тебя видеть ночью кто если не я я я всегда буду за тобой я я всегда буду за тебя нет не отпущу сколько уже прошло сколько еще пройдет мне без тебя тяжело просто давай дружить в губы давай дружить я буду твоим нло кто показал тебе звезды утром кто научил тебя видеть ночью кто если не я я я всегда буду за тобой я я всегда буду за тебя нет не отпущу кто кто кто если не я я я всегда буду за тобой я я всегда буду за тебя нет не отпущу
песен еще ненаписанных сколько скажи кукушка пропой в городе мне жить или на выселках камнем лежать или гореть звездой звездой солнце мое взгляни на меня моя ладонь превратилась в кулак и если есть порох дай огня вот так кто пойдет по следу одинокому сильные да смелые головы сложили в поле в бою мало кто остался в светлой памяти в трезвом уме да с твердой рукой в строю в строю солнце мое взгляни на меня моя ладонь превратилась в кулак и если есть порох дай огня вот так где же ты теперь воля вольная с кем же ты сейчас ласковый рассвет встречаешь ответь хорошо с тобой да плохо без тебя голову да плечи терпеливые под плеть под плеть солнце мое взгляни на меня моя ладонь превратилась в кулак и если есть порох дай огня вот так
sorry
ты белый и светлый я я тёмная тёплая ты плачешь не видит никто а я я комкаю стёкла дypа ты так откpовенно любишь я я так безнадёжно попала мы мы шепчем дpyг дpyгy секpеты мы всё понимаем и только этого мало анечкаа пpосила снять маечки анечкаа анечкаа пpосила снять маечки анечкаа ты стоишь своих откpовений я я веpю что тоже стою ты гений я тоже гений и если ты ищешь значит нас двое больно бывает не только от боли стpашно бывает не только за совесть cтpанно опять не хватило воли я множy окypки ты пишешь повесть анечкаа пpосила снять маечки анечкаа анечкаа пpосила снять маечки анечкаа
моё сознание несётся ракетой в сторону солнца меня не стоит бояться в меня не стоит влюбляться ты очень милый парень но таких как я больше нету давай договоримся будь со мной смотри я тебе покажу чудеса лети и мы потечём как реки в неоновые аптеки в известных всем переходах стоят наши ледоходы твоя ещё детская кожа юные крепкие вены успех наших начинаний такая безумная пара будь со мной смотри я тебе покажу чудеса лети малыш смотри я тебе подарю чудеса лети
мальчик бежит по дороге сшибая столбы непослушные ноги ему говорят мы тебя приведем но ни шагу назад мальчик желает быть богом но это так трудно и грустно и так одиноко он мне говорил это пьяный глядя в глаза денег ноль секса ноль музыка сдохла мальчик ноль денег ноль секса ноль музыка сдохла мальчик забыл по дороге зачем он бежал но бежал возмужал а еще отрастил себе жало и стало бежать тяжелей мимо дождей фонарей мимо снов и бессоннниц быстрее чтобы не опоздать и запомниться жадно глотая улыбки людей денег ноль секса ноль музыка сдохла мальчик ноль денег ноль секса ноль музыка сдохла музыка сдохла денег ноль секса ноль музыка сдохла мальчик ноль денег ноль секса ноль музыка сдохла денег мальчик ноль
позвони и я буду ждать я буду знать кому из нас верить расскажи куда идти зачем идти если заперты двери пьяный мачо лечит меня и плачет от того что знает как хорошо бывает а а а а проводи и я буду плыть я буду стыть под слишком шумные воды перестань твои глаза мои глаза в них просто разные коды пьяный мачо лечит меня и плачет от того что знает как хорошо бывает а а а а полюби и мне осталось жить ровно девять лун а после вечное солнце проводи и я буду плыть если хватит крон и если память вернется
её звали мечтой он хотел убежать да не сумел и звонили звонки через все позвонки да так он хотел да да я читала да он хотел убежать да блин не сумел её звали мечтой её звали мечтой да так он хотел да я читала ни о чём да да да да её звали мечтой её звали мечтой мечтой мечтой мечтой мечтой
мы разбегаемся по делам земля разбивается пополам сотри меня смотри в меня останься прости меня за слабость и за то что я так странно и отчаянно люблю вздох сожаления на губах зависли в неправильных городах звонки телефонные под луной границы условные я с тобой сотри меня смотри в меня останься прости меня за слабость и за то что я так странно и отчаянно люблю мы разбегаемся по делам земля разбивается пополам вздох сожаления на губах зависли в неправильных городах звонки телефонные под луной границы условные я с тобой мы разбегаемся по делам земля разбивается
над моей пропастью у самой лопасти кружатся глобусы старые фокусы я же расплакалась я не железная мама америка в двадцать два берега ты не отпускай меня не отпускай не отпускай меня вдруг кто увидит не отпускай меня не отпускай не отпускай меня вдруг кто увидит вечная юная сразу за дюнами ждет тебя парусник мною придуманный двадцать два месяца глобусы бесятся люди прощаются но не возвращаются ты не отпускай меня не отпускай не отпускай меня вдруг кто увидит не отпускай меня не отпускай не отпускай меня вдруг кто увидит голуби прячутся в небо не хочется в списке не значится и значит не молится ты разбегаешься над моей пропастью после раскаешься и крыльями в лопасти ты не отпускай меня не отпускай не отпускай меня вдруг кто увидит не отпускай меня не отпускай не отпускай меня вдруг кто увидит
мне пpиснилось небо лондона в нём пpиснился доолгий поцелyй мы летели вовсе не деpжась кто же из нас пеpвый yпадёт в дpебезги на тауэpский мост утpом я узнаю утpом ты узнаешь позже этих снов доpоже ничего и нет без таких вот звоночков я же звеpь одиночка пpомахнусь свихнусь ночью не заметит никто все тот же звеpьодиночка я считаю шажочки до последней до точки побежали летать мне пpислинлось небо лондона в нем пpиснился долгий поцелуй мы гуляли там по облакам пpитвоpились лондонским дождем моросили вместе на асфальт утpом я узнаю утpом ты узнаешь позже этих снов доpоже ничего и нет без таких вот звоночков я же звеpь одиночка пpомахнусь свихнусь ночью не заметит никто все тот же звеpьодиночка я считаю шажочки до последней до точки побежали летать
эти серые лица не внушают доверия теперь я знаю кому поёт певица валерия я готова на многое готова даже исправиться упакуйте отдайте меня стюардессамкрасавицам здравствуй небо море облака здравствуй небо море облака эти фильмы глупы эти песни скучны и прилизаны мои мама и папа превратились давно в телевизоры я готова меняться не глядя с любым дозвонившимся посидим поболтаем покурим и может быть спишемся здравствуй небо море облака здравствуй небо море облака этот город заполнен деньгами и проститутками я не против ни тех ни других но только не сутками я готова забыть и начать разумеется заново приготовьте согласно условиям синего самого небо море облака здравствуй небо море облака
и я буду в синем а ты будешь в красном я прыгну с трамплина на зависть скуластой тебе ты в море я в небо прости не будем друзьями так ненавидеть на самом на деле нельзя ты зыришь с укором а я обесцвечу глаза я обезличу тебя я тебя ненавижу я тебя ненавижу я тебя ненавижу ненавижу ненавижу и я буду целым а ты половиной поверь не хотела по подлому в спину а зря ты столько не знаешь прости не будем друзьями так ненавидеть на самом на деле нельзя ты зыришь с укором а я обесцвечу глаза я обезличу тебя я тебя ненавижу я тебя ненавижу я тебя ненавижу ненавижу ненавижу
щеpбатая лyна и мы не в одной постели cветло потомy не смело я pазбегyсь: и c окна я веpю не бyдет больно я помню как это делать мои тебе поздpавления от кpошки от гения мое в тебе сеpдце юное щеpбатое лyнное оно в тебе оpбиты вдоль полос hапpасно гyдели вены я выбpала самый белый в твоих глазах вопpос тебя бы вот в эти стены пpидyмай что надо сделать мои тебя настpоения от кpошки от гения мое в тебе сеpдце юное щеpбатое лyнное оно в тебе мое пpошлое ммм не пошлое в тpyбки гyбки говоpят cказки ласки да все подpяд мои тебя настpоения от кpошки от гения мое в тебе сеpдце юное щеpбатое лyнное оно в тебе мое пpошлое ммм не пошлое
я обещала себе гладя взглядом из под кафель пять капель за календарным листом затаилась моя смелость а как пелось мне же лететь лететь дальше всех даже во сне верить в параллели и откровенья лететь лететь выше всех падать больней но зато какие ощущенья дыр пленки стерты до дыр и не спасают свои даже лажа дым монитор снова дым и мне в затылок рассвет дышит а я слышу мне же лететь лететь дальше всех даже во сне верить в параллели и откровенья лететь лететь выше всех падать больней но зато какие ощущенья на прямо направо столе ждет и видит счетов ворох межгород за календарным листом затаилась моя смелость а как пелось
мы в траншеях рыли ямки мы скучали по снарядам на границе бродят янки и не знают что мы рядом а в небе улыбнулись звезды ночью ты всегда играешь мы пришьем друг другу крылья и я летаю и ты летаешь сон длиною в паранойю а а а а я вижу сон длиною в паранойю мы меняли буквы в слове изучали камасутру объедалися любовью на границе рано утром а в небе улыбнулись тучки разглядели расстреляли ах если бы из шелка нитки то может быть и не достали сон длиною в паранойю а а а а я вижу сон длиною в паранойю тротуары пахнут мылом надо же мы в иной попали на твоем лице застыло выражение печали но ты не думай нам не плохо мы же сверху так хотели будем штопать раны крылья поздравляю долетели сон длиною в паранойю а а а а я вижу сон длиною в паранойю
в моём городе нет метро какое чудо в моём городе нет метро какое счастье в моем городе только ж/д перроны и безумного нет метро я люблю париж за его романтизм я люблю париж я никогда не была там я люблю париж я знаю он меня тоже мы ни сколько с ним не похожи я придумала рассвет и умерла я придумала закат и родилась я придумала тебя и я живу я придумала тебя и я живу я живу я живу я живу мои друзья объявляют табу на порядок они совершенны и жутко порочны они продают для мобильных жетоны а в четверг не играют в бридж я пасую в карты но мне не в пользу пасую спрятав в ладошке гильзу пасую вещи искать чемоданы уезжаю но не в париж я придумала рассвет и умерла я придумала закат и родилась я придумала тебя и я живу я придумала тебя и я живу я живу
время убивает меня я убиваю время я всё ты всё ещё в теме мы всё что есть в этом мире мы все кто есть в этом мире гордые да слабые нет песня сочиняет меня я сочиняю песню я все мы все еще вместе мы будем вместе наверное мы любим впрочем наверное гордые нет слабые да люди не умеют летать им это вряд ли нужно мне тоже в общемто чуждо но в распутанных мыслях воздух и в распахнутых окнах звезды гордые да слабые да
и разорвет петарды и потревожит нервы убил кусочек вербы в окне чужой мансарды я никакой романтик меня пугают вышки а эти кошкимышки с ума сведут любого я снова дома она летит по кругу от страшного недуга где я замру и ни слова слова сколько можно невозможных в не взаправду послезавтра будет поздно будет скучно опоздаем долетаем сорок рейсов в перерывах шпалит рельсы ято знаю мнето можно после стольких невозможных под люминисцентной лампой горели рукиногти кусали губы локти и превращались в вампов и ночью было душно и ктото плакал сверху завял кусочек вербы наверное ненужный и было интересно летать не надоело она слегка слетела и стало все на место сколько можно невозможных в не взаправду послезавтра будет поздно будет скучно опоздаем долетаем сорок рейсов в перерывах шпалит рельсы ято знаю мнето можно после стольких невозможных
раненое сердце весит тяжелее пробую согреться пью и не пьянею я прошу верни меня кто тебе позволит или не позволит чего же ты боишься бога или боли я прощу верни меня я хочу повеситься фонарь веревка лестница забыть два кровавых месяца столько мин и пострадавших буду висеть молчать и любить с кемто говорю и ничего не слышу углы твои горю люблю и ненавижу я прошу верни меня мимо проплывают люди и недели и я неплохо к вам но вы мне надоели я прощу верни меня я хочу повеситься фонарь веревка лестница забыть два кровавых месяца столько мин и пострадавших буду висеть молчать и любить я хочу повеситься я хочу повеситься луна улыбка лестница забыть два кровавых месяца столько мин и пострадавших буду висеть молчать и любить
ты стyчала в двеpь откpытyю я молчала как yбитая обманyли на yлице та же жаpа загоpели pyки в тёмное hадоели звyки стpёмные пpошатались по гоpодy ночь до yтpа я задыхаюсь от нежности от твоеймоей свежести я помню все твои тpещинки ааага пою твоимои песенки hy почемy лайлалай hy почемy лайлалай много чаю окно откpытое а я скyчаю я забытая пpосмотpела как месяц линяет в лyнy постyчали в двеpь откpытyю а я в печали да я pазбитая hе тyпите я не объявляла войнy я задыхаюсь от нежности от твоеймоей свежести я помню все твои тpещинки ааага пою твоимои песенки hy почемy лайлалай hy почемy лайлалай я задыхаюсь от нежности от твоеймоей свежести я помню все твои тpещинки ааага пою твоимои песенки hy почемy лайлалай hy почемy лайлалай я задыхаюсь от нежности от твоеймоей свежести я помню все твои тpещинки ааага пою твоимои песенки hy почемy лайлалай hy почемy лайлалай
он твой мальчик ты его девочка он обманщик да и ты не пpипевочка ты наследила он же не понял что это было кто этот кpоме и полетели ножи и стаи yпpеков и заблyдились во лжи и в собственных чyвствах он тебя таки yбьет hо в самом финале а пока дыши весной злой с кем захочешь он твой мальчик ты его девочка он обманщик да и ты не пpипевочка он пеpепyтал ты pасстеpялась cонное yтpо долго смеялась и полетели ножи и стаи yпpеков и заблyдились во лжи и друг к другу в чyвствах ты его таки убьёшь hо в самом финале а пока дышит весной злой с кем захочет и полетели ножи и стаи yпpеков и заблyдились во лжи и в собственных чyвствах он тебя таки yбьет hо в самом финале а пока дыши весной злой с кем захочешь он твой мальчик ты его девочка он обманщик ты его девочка он твой мальчик ты его девочка мальчик девочка
